Year,MSHA ID,Mine Name,Mine State,Mine County,Mine Status,Mine Type,Company Type,Operation Type,Operating Company,Operating Company Address,Union Code,Coal Supply Region,Production (short tons),Average Employees,Labor Hours
2023,3608581,Girard Breaker,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Preparation Plant,Reading Anthracite Company,"P.O. Box 1200, Pottsville, PA 17901",United Mine Workers Of America,Appalachia Northern,0,14,"35,482"
2023,3608590,Continental Strip,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,Keystone Anthracite Corporatio,"259 North Second Street, Girardville, PA 17935",,Appalachia Northern,"54,979",19,"49,054"
2023,3608679,No 5 Vein,Pennsylvania (Anthracite),Schuylkill,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Wheel's Coal Company,"59 Main St, Tremont, PA 17981",,Appalachia Northern,"2,684",5,"4,875"
2023,3608857,Rausch Creek Coal Preparation,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Preparation Plant,Rausch Creek Coal Preparation,"P.O. Box 1, Wiconisco, PA 17097",,Appalachia Northern,0,4,"6,097"
2023,3608857,Rausch Creek Coal Preparation,Pennsylvania (Anthracite),Schuylkill,Active,Underground,Independent Producer Operator,Preparation Plant,Rausch Creek Coal Preparation,"P.O. Box 1, Wiconisco, PA 17097",,Appalachia Northern,0,3,"6,096"
2023,3608860,Ellangowan Stripping,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Operating Subsidiary,Mine only,Reading Anthracite Company,"P.O. Box 1200, Pottsville, PA 17901",United Mine Workers Of America,Appalachia Northern,"2,08,703",23,"46,566"
2023,3609059,Kuperavage Ent Inc/Ta Tuscaror,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,Kuperavage Ent Inc/Tuscarora C,"50 Breaker Rd. P.O. Box 99, Middleport, PA 17953",,Appalachia Northern,"21,330",2,"5,124"
2023,3609150,Jett #2 Stripping,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,Jett Contracting Co.,"231 Winfield Dr, Brockton, PA 17925",,Appalachia Northern,693,1,"1,432"
2023,3609304,Park Mine Coal Company,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,Park Mine Coal Company,"294 Pine Creek Drive, Orwigsburg, PA 17961",,Appalachia Northern,"31,599",3,"5,568"
2023,3609401,Primrose Operation,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,Blaschak Anthracite Corporatio,"Route 54, P.O. Box 12, Mahanoy City, PA 17948",United Mine Workers Of America,Appalachia Northern,"1,89,438",26,"58,862"
2023,3609547,Brownsville,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,Keystone Anthracite Company In,"259 North Second Street, Girardville, PA 17935",,Appalachia Northern,"1,08,072",13,"33,647"
2023,3609963,Slope #2,Pennsylvania (Anthracite),Schuylkill,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,S & J Coal Mine,"15 Motter Drive, Pine Grove, PA 17963",,Appalachia Northern,"22,417",8,"16,535"
2023,3609976,Slope #1,Pennsylvania (Anthracite),Schuylkill,Active,Underground,Independent Producer Operator,Mine only,M & D Anthracite Coal,"71 Hill Road, Hegins, PA 17938",,Appalachia Northern,"3,125",4,"7,410"
2023,3610382,Buck Mountain Stripping,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,S & J Coal Mine,"6 Parallel Road, Pine Grove, PA 17963",,Appalachia Northern,"7,550",2,"2,200"
2023,103533,Shm-82,Pennsylvania (Bituminous),Somerset,Active,Surface,Independent Producer Operator,Mine only,Mega Highwall Mining Llc,"12081 Virginia Blvd, Ashland, KY 41102",,Appalachia Northern,"2,08,397",6,"12,614"
2023,3602773,Shaw,Pennsylvania (Bituminous),Somerset,Active,Surface,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,"37,726",4,"8,872"
2023,3603328,Mine No 1,Pennsylvania (Bituminous),Somerset,Active,Surface,Operating Subsidiary,Mine only,"Pbs Coals, Inc.","P.O. Box 260, Friedens, PA 15541",,Appalachia Northern,"1,75,842",66,"1,56,678"
2023,3603329,Shade Creek Plant,Pennsylvania (Bituminous),Somerset,Active,Underground,Operating Subsidiary,Preparation Plant,"Pbs Coals, Inc.","1576 Stoystown Road, Friedens, PA 15541",,Appalachia Northern,0,4,"7,710"
2023,3603330,Cambria Fuel Plant,Pennsylvania (Bituminous),Somerset,Active,Surface,Operating Subsidiary,Preparation Plant,"Pbs Coals, Inc.","1576 Stoystown Road, P.O. Box, Friedens, PA 15541",,Appalachia Northern,0,6,"11,903"
2023,3603330,Cambria Fuel Plant,Pennsylvania (Bituminous),Somerset,Active,Underground,Operating Subsidiary,Preparation Plant,"Pbs Coals, Inc.","1576 Stoystown Road, P.O. Box, Friedens, PA 15541",,Appalachia Northern,0,31,"67,451"
2023,3607928,Fieg Bros Coal Co.,Pennsylvania (Bituminous),Somerset,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Fieg Bros Coal Co.,"P.O. Box 38, Berlin, PA 15530",,Appalachia Northern,"4,249",2,"3,437"
2023,3608307,Hardrock Coal Co.,Pennsylvania (Bituminous),Somerset,Active,Surface,Independent Producer Operator,Mine only,"Hardrock Coal Company, Inc.","275 Saddle Ridge Road, Berlin, PA 15530",,Appalachia Northern,"3,358",1,600
2023,3609175,Kellar #1,Pennsylvania (Bituminous),Somerset,Active,Surface,Independent Producer Operator,Mine only,Kellar Augering Inc,"11976 Route 954 Highway North, Creekside, PA 15732",,Appalachia Northern,"5,517",2,813
2023,3609371,Mine 78,Pennsylvania (Bituminous),Somerset,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,"2,90,538",53,"1,20,091"
2023,3609525,Mine 78 Preparation Plant,Pennsylvania (Bituminous),Somerset,Active,Underground,Independent Producer Operator,Preparation Plant,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,0,18,"29,792"
2023,3609666,Horning Deep Mine,Pennsylvania (Bituminous),Somerset,Active,Underground,Operating Subsidiary,Mine only,"Roxcoal, Inc.","P.O. Box 149, Friedens, PA 15541",,Appalachia Northern,"1,28,739",45,"99,641"
2023,3609881,"Coal Loaders, Inc.",Pennsylvania (Bituminous),Somerset,Active,Surface,Operating Subsidiary,Mine only,"Coal Loaders, Inc.","210 East Main Street, Ligonier, PA 15658",,Appalachia Northern,"57,346",11,"28,602"
2023,3609888,Wilson Creek Surface Mines,Pennsylvania (Bituminous),Somerset,Active,Surface,Independent Producer Operator,Mine only,Wilson Creek Energy Llc,"1576 Stoystown Road, Friedens, PA 15541",,Appalachia Northern,"13,282",1,"1,440"
2023,3609893,Acosta Deep Mine,Pennsylvania (Bituminous),Somerset,Active,Underground,Operating Subsidiary,Mine only,Wilson Creek Energy Llc,"1576 Stoystown Road, Friedens, PA 15541",,Appalachia Northern,"2,84,204",109,"2,39,093"
2023,3609973,Maple Springs Mine,Pennsylvania (Bituminous),Somerset,Active,Underground,Independent Producer Operator,Mine only,"Lct Energy, Lp","938 Mt. Airy Drive, Suite 200, Johnstown, PA 15904",,Appalachia Northern,"1,70,378",49,"1,07,110"
2023,3609975,Laurel  Plant,Pennsylvania (Bituminous),Somerset,Active,Surface,Independent Producer Operator,Preparation Plant,Laurel Prep Plant Llc,"938 Mt. Airy Drive, Suite 200, Johnstown, PA 15904",,Appalachia Northern,0,0,722
2023,3609975,Laurel  Plant,Pennsylvania (Bituminous),Somerset,Active,Underground,Independent Producer Operator,Preparation Plant,Laurel Prep Plant Llc,"938 Mt. Airy Drive, Suite 200, Johnstown, PA 15904",,Appalachia Northern,0,16,"35,368"
2023,3610150,Mast Mine,Pennsylvania (Bituminous),Somerset,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Heritage Coal & Natural Resour,"550 Beagle Road, Rockwood, PA 15557",,Appalachia Northern,"2,74,679",72,"1,67,087"
2023,3610165,Solomon Run,Pennsylvania (Bituminous),Somerset,Active,Surface,Independent Producer Operator,Mine only,Elk Resources Inc,"30 Pounds Road, West Lebanon, PA 15783",,Appalachia Northern,"50,103",9,"16,461"
2023,3610329,Big Pine Mine,Pennsylvania (Bituminous),Somerset,Active,Surface,Independent Producer Operator,Mine only,Coal Loaders Inc,"210 East Main Street, Ligonier, PA 15658",,Appalachia Northern,"4,817",3,"5,816"
2023,3610339,Auger 11,Pennsylvania (Bituminous),Somerset,Permanently abandoned,Surface,Independent Producer Operator,Mine only,E.E. & S. Auger  Mining Inc,"687 Ambrose Road, Home, PA 15747",,Appalachia Northern,"15,080",3,"2,193"
2023,3610341,Langley Mine,Pennsylvania (Bituminous),Somerset,Active,Surface,Independent Producer Operator,Mine only,Mountaineer Mining Corporation,"1010 Garrett Shortcut Road, Berlin, PA 15530",,Appalachia Northern,"2,449",5,"6,736"
2023,3610377,The Casselman Mine,Pennsylvania (Bituminous),Somerset,Active,Surface,Independent Producer Operator,Mine only,"J & J Svonavec Excavating, Inc","110 Windemere Lane, Somerset, PA 15501",,Appalachia Northern,"1,33,093",13,"27,866"
2023,3610416,Good Hill Mine,Pennsylvania (Bituminous),Somerset,Active,Surface,Independent Producer Operator,Mine only,Mountaineering Mining Corporat,"1010 Garrett Shortcut Road, Berlin, PA 15530",,Appalachia Northern,"31,222",5,"4,097"
2023,3608567,Scrubgrass Fuel Handling Facil,Pennsylvania (Bituminous),Venango,"Active, men working, not producing",Surface,Independent Producer Operator,Preparation Plant,Scrubgrass Reclamation Company,"2151 Lisbon Road, Kennerdell, PA 16374",,Appalachia Northern,0,12,"25,517"
2023,3607416,Enlow Fork Mine,Pennsylvania (Bituminous),Washington,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Consol Pennsylvania Coal Compa,"267 Archer Road, Prosperity, PA 15329",,Appalachia Northern,"86,60,839",478,"10,76,717"
2023,3608517,"Adc, Inc Pit 008",Pennsylvania (Bituminous),Westmoreland,Active,Surface,Independent Producer Operator,Mine only,Gary Gioia Coal Co.,"319 Karen Dr, Elizabeth, PA 15037",,Appalachia Northern,"9,071",2,"3,407"
2023,3610089,Rustic Ridge #1 Mine,Pennsylvania (Bituminous),Westmoreland,Active,Underground,Independent Producer Operator,Mine only,Lct Energy Lp,"938 Mt. Airy Drive, Suite 100, Johnstown, PA 15904",,Appalachia Northern,"4,66,189",97,"2,16,737"
2023,3610257,Mellon # 5 Mine,Pennsylvania (Bituminous),Westmoreland,Active,Surface,Independent Producer Operator,Mine only,"Coal Loaders, Inc.","210 East Main Street, Ligonier, PA 15658",,Appalachia Northern,"20,537",6,"15,911"
2023,4002467,Baldwin Plant,Tennessee,Anderson,"Active, men working, not producing",Underground,Independent Producer Operator,Preparation Plant,Premium Coal Company Inc,"302 S. Jefferson St., Roanoke, VA 24011",,Appalachia Central,0,4,"7,360"
2023,4102840,San Miguel Lignite Mine,Texas,Atascosa,Active,Surface,Operating Subsidiary,Mine only,"Nacg Texas, Inc.","P.O. Box 399, Jourdanton, TX 78026",,Interior,"17,89,791",264,"5,33,606"
2023,4103101,South Hallsville No 1 Mine,Texas,Harrison,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,The Sabine Mining Company,"6501 Farm Road 968 West, Hallsville, TX 75650",,Interior,"4,80,628",132,"2,60,768"
2023,4104586,Kosse Strip,Texas,Limestone,Active,Surface,Operating Subsidiary,Mine only,Luminant Mining Company Llc,"4731 East Hwy 7, Kosse, TX 76653",International Brotherhood Of Electrical Workers,Interior,"95,50,166",361,"8,27,151"
2023,4103428,Calvert Mine,Texas,Robertson,Active,Surface,Operating Subsidiary,Mine only,Naes Corporation,"P.O. Box H, Bremond, TX 76629",,Interior,"19,93,963",80,"1,65,107"
2023,4201444,Savage Coal Terminal,Utah,Carbon,Active,Surface,Independent Producer Operator,Preparation Plant,Savage Services Corporation,"P.O. Box 1001, Price, UT 84501",,Uinta Region,0,23,"25,366"
2023,4201444,Savage Coal Terminal,Utah,Carbon,Active,Underground,Independent Producer Operator,Preparation Plant,Savage Services Corporation,"P.O. Box 1001, Price, UT 84501",,Uinta Region,0,22,"25,366"
2023,4201566,Skyline Mine #3,Utah,Carbon,Active,Underground,Operating Subsidiary,Mine only,Canyon Fuel Company Llc,"Hcr 35 Box 380, Helper, UT 84526",,Uinta Region,"27,86,080",400,"7,10,008"
2023,4202093,Sunnyside Waste Coal Site,Utah,Carbon,Active,Surface,Operating Subsidiary,Preparation Plant,Sunnyside Cogeneration Associa,"P.O. Box 159, Sunnyside, UT 84539",,Uinta Region,0,10,"21,878"
2023,4202455,Castle Valley Prep Plant,Utah,Carbon,Active,Underground,Operating Subsidiary,Preparation Plant,Canyon Fuel Company Llc,"P.O. Box 1029, Wellington, UT 84542",,Uinta Region,0,7,"12,433"
2023,4200079,Emery Mine,Utah,Emery,Active,Underground,Independent Producer Operator,Mine only,"Bronco Utah Operations, Llc.","P.O. Box 527, Emery, UT 84522",,Uinta Region,"7,98,033",212,"4,72,383"
2023,4202052,Hunter Prep Plant,Utah,Emery,Active,Surface,Operating Subsidiary,Preparation Plant,"Hunter Prep Plant, Llc","597 South Sr 24, Salina, UT 84654",,Uinta Region,0,8,"15,530"
2023,4202052,Hunter Prep Plant,Utah,Emery,Active,Underground,Operating Subsidiary,Preparation Plant,"Hunter Prep Plant, Llc","597 South Sr 24, Salina, UT 84654",,Uinta Region,0,7,"15,530"
2023,4202241,Lila Canyon,Utah,Emery,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,"Emery County Coal Resources, I","P.O. Box 910, East Carbon, UT 84520",,Uinta Region,"1,59,240",151,"3,72,205"
2023,4202263,Gentry Mine #3,Utah,Emery,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,Gentry Mountain Mining Llc,"P.O. Box 300, Huntington, UT 84528",,Uinta Region,"4,19,592",153,"3,35,383"
2023,4202395,Gentry Mountain Mine Surface,Utah,Emery,Permanently abandoned,Underground,Independent Producer Operator,Preparation Plant,Gentry Mountain Mining Llc,"P.O. Box 475, Huntington, UT 84528",,Uinta Region,0,45,"25,151"
2023,4202519,Coal Hollow Mine,Utah,Kane,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Alton Coal Development Llc,"463 North 100 West, Suite 1, Cedar City, UT 84721",,Western,"66,659",15,"40,694"
2023,4200089,Sufco,Utah,Sevier,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Canyon Fuel Company Llc,"597 South Sr24, Salina, UT 84654",,Uinta Region,"26,90,970",368,"7,54,001"
2023,1518713,#9 Miner,Virginia,Buchanan,Active,Surface,Independent Producer Operator,Mine only,"Clintwood Jod, Llc","23956 State Highway, 194e, Feds Creek, KY 41524",,Appalachia Central,"35,079",13,"21,806"
2023,4403010,Ce#3,Virginia,Buchanan,Active,Surface,Independent Producer Operator,Preparation Plant,"Clintwood Jod, Llc","23596 Hwy 194e, Feds Creek, KY 41524",,Appalachia Central,0,46,"1,12,565"
2023,4404212,#7 Prep Plant,Virginia,Buchanan,Active,Surface,Operating Subsidiary,Preparation Plant,"Wellmore Coal Company, Llc","1073 Riverview Street, Grundy, VA 24614",,Appalachia Central,0,2,"4,418"
2023,4404212,#7 Prep Plant,Virginia,Buchanan,Active,Underground,Operating Subsidiary,Preparation Plant,"Wellmore Coal Company, Llc","1073 Riverview Street, Grundy, VA 24614",,Appalachia Central,0,3,"6,628"
2023,4404856,Buchanan Mine #1,Virginia,Buchanan,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Buchanan Minerals, Llc","P.O. Box Drawer L, Oakwood, VA 24631",,Appalachia Central,"39,61,273",658,"15,42,432"
2023,4404982,Wellmore #8 Prep Plant,Virginia,Buchanan,Active,Surface,Operating Subsidiary,Preparation Plant,The Black Diamond Company,"1073 Riverview Street, Grundy, VA 24614",,Appalachia Central,0,13,"32,264"
2023,4404982,Wellmore #8 Prep Plant,Virginia,Buchanan,Active,Underground,Operating Subsidiary,Preparation Plant,The Black Diamond Company,"1073 Riverview Street, Grundy, VA 24614",,Appalachia Central,0,31,"75,284"
2023,4407047,Mine No. 2,Virginia,Buchanan,Permanently abandoned,Underground,Independent Producer Operator,Mine only,"Cbs Energy, Inc.","2703 Steelsburg Highway, Suite, Cedar Bluff, VA 24609",,Appalachia Central,"9,146",9,"14,146"
2023,4407199,Laurel Branch Surface,Virginia,Buchanan,Active,Surface,Operating Subsidiary,Mine only,"Clintwood Jod, Llc","23956 Hwy 194 E, Fedscreek, KY 41524",,Appalachia Central,"4,84,284",129,"3,09,820"
2023,4407355,Surface Mine No. 1,Virginia,Buchanan,Active,Surface,Independent Producer Operator,Mine only,Surface Minerals Company,"1073 Riverview Street, Grundy, VA 24614",,Appalachia Central,"45,235",14,"36,716"
2023,4407392,Elk Creek Surface,Virginia,Buchanan,Active,Surface,Operating Subsidiary,Mine only,Surface Minerals Company,"1073 Riverview Street, Grundy, VA 24614",,Appalachia Central,"2,37,180",45,"1,16,843"
2023,4407400,Airport Surface,Virginia,Buchanan,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Surface Minerals Company,"1073 Riverview Street, Grundy, VA 24614",,Appalachia Central,"1,72,545",14,"33,482"
2023,4407401,Paw Paw 2 South,Virginia,Buchanan,Active,Underground,Operating Subsidiary,Mine only,Banner Blue Coal Company,"1073 Riverview  Street, Grundy, VA 24617",,Appalachia Central,"3,51,349",102,"2,33,218"
2023,4407405,Weller Yard Surface,Virginia,Buchanan,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"P.B. Dirt Movers, Inc.","P.O. Box 10, Big Rock, VA 24603",,Appalachia Central,"32,763",7,"14,674"
2023,4407412,Page #1,Virginia,Buchanan,Permanently abandoned,Surface,Independent Producer Operator,Preparation Plant,Mountain Fuels Inc.,"P.O. Box 749, Abingdon, VA 24212",,Appalachia Central,0,7,"14,161"
2023,4407412,Page #1,Virginia,Buchanan,Permanently abandoned,Underground,Independent Producer Operator,Preparation Plant,Mountain Fuels Inc.,"P.O. Box 749, Abingdon, VA 24212",,Appalachia Central,0,6,"14,160"
2023,4407415,Mc Auger 36,Virginia,Buchanan,Active,Surface,Independent Producer Operator,Mine only,"P.B. Dirt Movers, Inc.","P.O. Box 10, Big Rock, VA 24603",,Appalachia Central,"14,487",2,"3,200"
2023,4405311,Mcclure River Plant,Virginia,Dickenson,Active,Surface,Operating Subsidiary,Preparation Plant,"Dickenson-Russell Contura, Llc","5703 Crutchfield Dr, Norton, VA 24273",United Mine Workers Of America,Appalachia Central,0,1,"1,619"
2023,4405311,Mcclure River Plant,Virginia,Dickenson,Active,Underground,Operating Subsidiary,Preparation Plant,"Dickenson-Russell Contura, Llc","5703 Crutchfield Dr, Norton, VA 24273",United Mine Workers Of America,Appalachia Central,0,71,"1,60,257"
2023,4407019,Carico Ridge Strip,Virginia,Dickenson,Active,Surface,Independent Producer Operator,Mine only,"Big D Enterprises, Inc.","195 Marigold Lane, Coeburn, VA 24230",,Appalachia Central,"9,060",4,"5,786"
2023,4407115,Baden #1,Virginia,Dickenson,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,A&g Coal Corporation,"1212 Hwy 38, Harlan, KY 40831",,Appalachia Central,"14,510",9,"15,448"
2023,4407163,88 Strip,Virginia,Dickenson,Active,Surface,Operating Subsidiary,Mine only,"Paramont Contura, Llc","5703 Crutchfield Drive, Norton, VA 24273",,Appalachia Central,"4,85,484",144,"3,43,369"
2023,4407217,No. 11,Virginia,Dickenson,Active,Underground,Independent Producer Operator,Mine only,Capital Coal Corp.,"P.O. Box 1426, Grundy, VA 24614",,Appalachia Central,"75,879",21,"47,745"
2023,4407223,Deep Mine 41,Virginia,Dickenson,Active,Underground,Operating Subsidiary,Mine only,"Paramont Contura, Llc","5703 Crutchfield Drive, Norton, VA 24273",,Appalachia Central,"24,63,315",407,"9,46,344"
2023,4407308,Deep Mine 44,Virginia,Dickenson,Active,Underground,Operating Subsidiary,Mine only,"Paramont Contura, Llc","5703 Crutchfield Drive, Norton, VA 24273",,Appalachia Central,"4,66,576",117,"2,82,467"
2023,4407381,Long Branch Surface Mine,Virginia,Dickenson,Active,Surface,Operating Subsidiary,Mine only,"Paramont Contura, Llc","5703 Crutchfield Drive, Norton, VA 24273",,Appalachia Central,"1,84,571",47,"99,993"
2023,4407417,Mill Creek No. 1 Surface,Virginia,Dickenson,Active,Surface,Independent Producer Operator,Mine only,Appalachian Development,"61 Allen House Lane, London, KY 40741",,Appalachia Central,"68,277",41,"55,540"
2023,4407426,Mill Creek No. 2,Virginia,Dickenson,Active,Surface,Independent Producer Operator,Mine only,Appalachian Development Llc,"61 Allen House Lane, London, KY 40741",,Appalachia Central,"83,963",22,"34,835"
2023,4405605,Mayflower Preparation Plant,Virginia,Lee,Active,Surface,Independent Producer Operator,Preparation Plant,Nally & Hamilton Enterprises I,"P.O. Box 249, Calvin, KY 40813",,Appalachia Central,0,6,"15,869"
2023,4405898,Lone Mountain Plant,Virginia,Lee,Active,Underground,Independent Producer Operator,Preparation Plant,Bluegrass Natural Resources Ll,"225 Industrial Park Road, Harlan, KY 40831",,Appalachia Central,0,9,"15,657"
2023,4406230,Vfc-Washer,Virginia,Lee,"Active, men working, not producing",Surface,Independent Producer Operator,Preparation Plant,Virginia Fuels Corporation,"P.O. Box 2178, Beaver, WV 25813",,Appalachia Central,0,2,"2,890"
2023,4406230,Vfc-Washer,Virginia,Lee,"Active, men working, not producing",Underground,Independent Producer Operator,Preparation Plant,Virginia Fuels Corporation,"P.O. Box 2178, Beaver, WV 25813",,Appalachia Central,0,1,"2,890"
2023,4402277,Rcr #1,Virginia,Russell,Active,Surface,Independent Producer Operator,Mine only,"Russell County Reclamation, Ll","P.O. Box 1464, Abingdon, VA 24212",,Appalachia Central,"36,648",17,"38,200"
2023,4609548,Auger No. 2,Virginia,Russell,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Southeastern Coal, Inc.","P.O. Box 251, Sophia, WV 25921",,Appalachia Central,"6,270",2,"1,774"
2023,1518737,Auger No. 29,Virginia,Tazewell,Active,Surface,Independent Producer Operator,Mine only,Resource Management & Recovery,"P.O. Box 3124, Wise, VA 24293",,Appalachia Central,"52,091",2,"4,687"
2023,1519557,Hwm No. 3,Virginia,Tazewell,Active,Surface,Independent Producer Operator,Mine only,Ramaco Resources Land Holdings,"P.O. Box 219, Verner, WV 25650",,Appalachia Central,"61,875",12,"32,254"
2023,1519839,Auger No. 3,Virginia,Tazewell,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Southeastern Coal Inc.,"342 Chadwick Drive, Tazewell, VA 24651",,Appalachia Central,"3,355",2,352
2023,4405236,Coal Creek Prep Plant,Virginia,Tazewell,Active,Surface,Operating Subsidiary,Preparation Plant,Ramaco Resources Land Holdings,"497 Fork Ridge Road, Raven, VA 24639",,Appalachia Central,0,9,"16,807"
2023,4405236,Coal Creek Prep Plant,Virginia,Tazewell,Active,Underground,Operating Subsidiary,Preparation Plant,Ramaco Resources Land Holdings,"497 Fork Ridge Road, Raven, VA 24639",,Appalachia Central,0,14,"25,210"
2023,4407162,Big Creek Surface,Virginia,Tazewell,Active,Surface,Independent Producer Operator,Mine only,Ramaco Resources Land Holdings,"P.O. Box 219, Verner, WV 25650",,Appalachia Central,"1,54,175",32,"88,472"
2023,4407172,Virginia Point No. 1 Surface M,Virginia,Tazewell,Active,Surface,Operating Subsidiary,Mine only,"Extra Energy, Inc.","640 Clover Dew Dairy Rd, Princeton, WV 24740",,Appalachia Central,"1,92,495",40,"1,11,425"
2023,4407369,Mine No. 1,Virginia,Tazewell,Active,Underground,Independent Producer Operator,Mine only,Ramaco Resources Land Holdings,"250 W, Main Street Ste. 1800, Lexington, KY 40507",,Appalachia Central,"1,90,427",54,"1,42,127"
2023,4407408,Hill Creek Auger,Virginia,Tazewell,Active,Surface,Contractor,Mine only,"Auger Coal, Llc","P.O. Box 289, Cedar Bluff, VA 24609",,Appalachia Central,"1,23,074",19,"49,010"
2023,4609182,Highwall Miner #1,Virginia,Tazewell,Active,Surface,Independent Producer Operator,Mine only,"Extra Energy, Inc","640 Clover Dew Dairy Road, Princeton, WV 24740",,Appalachia Central,"28,752",4,"5,823"
2023,4403088,Pigeon Creek,Virginia,Wise,"Active, men working, not producing",Underground,Independent Producer Operator,Preparation Plant,"Coking Coal, Llc","6720 Dunbar Road, Appalachia, VA 24216",,Appalachia Central,0,11,"24,252"
2023,4403472,Tipple #1,Virginia,Wise,Active,Surface,Independent Producer Operator,Preparation Plant,"Hills Coal Co., Inc.","P.O. Box 148, Fries, VA 24330",,Appalachia Central,0,2,"4,774"
2023,4403472,Tipple #1,Virginia,Wise,Active,Underground,Independent Producer Operator,Preparation Plant,"Hills Coal Co., Inc.","P.O. Box 148, Fries, VA 24330",,Appalachia Central,0,2,"4,773"
2023,4404181,Mountain Energy #1,Virginia,Wise,Active,Surface,Independent Producer Operator,Preparation Plant,Mountain Energy Resources Inc,"150 Coeburn Avenue, Norton, VA 24273",,Appalachia Central,0,3,"7,450"
2023,4404181,Mountain Energy #1,Virginia,Wise,Active,Underground,Independent Producer Operator,Preparation Plant,Mountain Energy Resources Inc,"150 Coeburn Avenue, Norton, VA 24273",,Appalachia Central,0,2,"7,450"
2023,4405014,Pardee Plant/Loadout,Virginia,Wise,Active,Underground,Independent Producer Operator,Preparation Plant,"Coking Coal, Llc","P.O. Box 196, Norton, VA 24273",,Appalachia Central,0,20,"47,762"
2023,4405270,Toms Creek Complex,Virginia,Wise,Active,Surface,Operating Subsidiary,Preparation Plant,"Paramont Contura, Llc","5703 Crutchfield Drive, Norton, VA 24273",,Appalachia Central,0,22,"48,907"
2023,4405270,Toms Creek Complex,Virginia,Wise,Active,Underground,Operating Subsidiary,Preparation Plant,"Paramont Contura, Llc","5703 Crutchfield Drive, Norton, VA 24273",,Appalachia Central,0,18,"40,014"
2023,4406199,No 1 Prep Plant,Virginia,Wise,Active,Surface,Independent Producer Operator,Preparation Plant,Red River Coal Company Inc,"P.O. Box 668, Norton, VA 24273",,Appalachia Central,0,4,"7,348"
2023,4406199,No 1 Prep Plant,Virginia,Wise,Active,Underground,Independent Producer Operator,Preparation Plant,Red River Coal Company Inc,"P.O. Box 668, Norton, VA 24273",,Appalachia Central,0,16,"29,390"
2023,4406869,Sigmon Strip #23,Virginia,Wise,Temporarily closed,Surface,Independent Producer Operator,Mine only,A & G Coal Corporation,"302 South Jefferson Street, Roanoke, VA 24011",,Appalachia Central,"7,597",5,"9,101"
2023,4406943,Paragon Loadout,Virginia,Wise,Active,Surface,Independent Producer Operator,Preparation Plant,4th Gen Fuels Llc,"P.O. Box 298, Grays Knob, KY 40829",,Appalachia Central,0,2,"3,969"
2023,4406943,Paragon Loadout,Virginia,Wise,Active,Underground,Independent Producer Operator,Preparation Plant,4th Gen Fuels Llc,"P.O. Box 298, Grays Knob, KY 40829",,Appalachia Central,0,1,"3,969"
2023,4406992,Strip #12,Virginia,Wise,Temporarily closed,Surface,Independent Producer Operator,Mine only,A & G Coal Corporation,"302 S. Jefferson Street, Roanoke, VA 24011",,Appalachia Central,"15,509",12,"20,758"
2023,4407124,True Energy Fuels Mine No. 2,Virginia,Wise,Active,Surface,Independent Producer Operator,Mine only,True Energy Fuels Llc,"691 Arnold Ave, Prestonsburg, KY 41653",,Appalachia Central,"38,873",10,"22,304"
2023,4407133,No. 26 Strip,Virginia,Wise,Active,Surface,Independent Producer Operator,Mine only,Humphreys Enterprises Inc,"P.O. Box 668, Norton, VA 24273",,Appalachia Central,"91,968",22,"42,309"
