Year,MSHA ID,Mine Name,Mine State,Mine County,Mine Status,Mine Type,Company Type,Operation Type,Operating Company,Operating Company Address,Union Code,Coal Supply Region,Production (short tons),Average Employees,Labor Hours
2023,1518943,Mine No 5,Kentucky (East),Pike,Active,Underground,Contractor,Mine only,Falcon Coal Corporation,"P.O. Box 1247, Wise, VA 24293",,Appalachia Central,"92,639",20,"51,398"
2023,1519094,No. 5,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,"Cavalier Mineral, Inc.","17339 Riverside Drive Suite B, Vansant, VA 24656",,Appalachia Central,"33,633",25,"26,034"
2023,1519196,Cowpen Mine,Kentucky (East),Pike,Temporarily closed,Underground,Independent Producer Operator,Mine only,"Resurrection Coal, Inc.","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,"68,245",24,"41,922"
2023,1519269,Mine #2,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,"Tackett Mining, Inc.","29 Porter Hill Box 249, Stanville, KY 41659",,Appalachia Central,"2,464",11,"1,265"
2023,1519280,No 4,Kentucky (East),Pike,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Cavalier Mineral Inc,"17339 River Drive Suite B, Vansant, VA 24656",,Appalachia Central,"17,000",27,"15,636"
2023,1519313,Carnegie,Kentucky (East),Pike,Temporarily closed,Underground,Independent Producer Operator,Mine only,Management Consulting Services,"P.O. Box 4312, Pikeville, KY 41502",,Appalachia Central,"30,072",21,"44,778"
2023,1519325,Quality 1,Kentucky (East),Pike,Active,Underground,Contractor,Mine only,"Quality Coal, Llc","23956 State Highway 194e, Feds Creek, KY 41524",,Appalachia Central,"86,498",34,"89,569"
2023,1519475,Beech Creek Surface Mine #2,Kentucky (East),Pike,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Fr Performance Llc,"327 Huckleberry Lane, London, KY 40744",,Appalachia Central,"10,548",11,"20,969"
2023,1519501,#1,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,Eagle One Mining Inc.,"P.O. Box 2977, Pikeville, KY 41502",,Appalachia Central,"40,068",15,"21,291"
2023,1519604,#6,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,"Bee B & B, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,"35,376",19,"35,779"
2023,1519684,Phoenix,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,Jet Coal Co Inc,"P.O. Box 276, Virgie, KY 41572",,Appalachia Central,"1,46,820",51,"85,678"
2023,1519722,Allen Branch Surface Mine,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,"Clintwood Jod, Llc","23956 State Highway 194 East, Fedscreek, KY 41524",,Appalachia Central,"66,500",37,"85,090"
2023,1519776,No.4,Kentucky (East),Pike,Temporarily closed,Underground,Independent Producer Operator,Mine only,"Trump Energy, Corp.","6920 Hwy 610 West, Myra, KY 41537",,Appalachia Central,"15,652",17,"9,682"
2023,1519784,Hackney Creek Splashdam,Kentucky (East),Pike,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Banner Blue Coal Company,"1073 Riverview Street, Grundy, VA 24260",,Appalachia Central,"15,537",12,"18,156"
2023,1519801,Carnegie 2,Kentucky (East),Pike,Temporarily closed,Underground,Independent Producer Operator,Mine only,Management Consulting Services,"P.O. Box 4312, Pikeville, KY 41502",,Appalachia Central,"14,922",19,"37,721"
2023,1519838,Excel #5,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,Excel Mining,"4126 State Highway 194 West, Pikeville, KY 41501",,Appalachia Central,"12,33,948",248,"6,23,665"
2023,1519842,Paw Paw 2,Kentucky (East),Pike,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Banner Blue Coal Company,"1073 Riverview Street, Grundy, VA 24614",,Appalachia Central,"1,56,012",59,"1,45,892"
2023,1519847,Mine #4,Kentucky (East),Pike,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Tackett Mining, Inc.","P.O. Box 517, Middlesboro, KY 40965",,Appalachia Central,"5,415",14,"10,427"
2023,1519863,Island Creek 1,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,"Raven Coal, Llc","29 Porter Hill Box 249, Stanville, KY 41659",,Appalachia Central,"88,981",24,"49,752"
2023,1519866,Shop Br.,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,"Knox Operating, Llc","1073 Riverview Street, Grundy, VA 24614",,Appalachia Central,"2,413",9,"1,856"
2023,1519902,Mine No.1,Kentucky (East),Pike,Permanently abandoned,Underground,Independent Producer Operator,Mine only,"Lazarus Coal, Llc","P.O. Box 2379, Pikeville, KY 41502",,Appalachia Central,"9,369",23,"31,003"
2023,1519903,Tc-2,Kentucky (East),Pike,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Rapid Fm Coal, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,"23,721",10,"22,913"
2023,1519905,Bull Branch Surface Mine,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,"Clintwood Jod, Llc","23956 State Highway 194e, Feds Creek, KY 41524",,Appalachia Central,"1,88,429",46,"1,02,081"
2023,1519906,Big Branch #34,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,B&w Resources Inc.,"300 Liperote Way, London, KY 40741",,Appalachia Central,"3,13,808",31,"76,467"
2023,1519933,Winns Branch Mine,Kentucky (East),Pike,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Landmark Mining Company, Inc.","433 Esco Road Us 23 South, Pikeville, KY 41501",,Appalachia Central,"1,287",12,"7,705"
2023,1519943,Mine #1,Kentucky (East),Pike,Temporarily closed,Underground,Independent Producer Operator,Mine only,"Tackett Mining, Inc.","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,"15,812",11,"11,310"
2023,4609370,#57 Miner,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,"Clintwood Jod, Llc","24044 State Highway 194 East, Fedscreek, KY 41524",,Appalachia Central,"47,887",9,"17,703"
2023,1502709,Henderson County Mine,Kentucky (West),Union,Active,Underground,Operating Subsidiary,Mine only,River View Coal Llc,"530 French Rd, Waverly, KY 42462",,Illinois Basin,"1,26,649",35,"92,261"
2023,1503178,River View Facilities,Kentucky (West),Union,Active,Underground,Operating Subsidiary,Preparation Plant,River View Coal Llc,"835 Sr 1179, Waverly, KY 42462",,Illinois Basin,0,71,"1,53,269"
2023,1519374,River View Mine,Kentucky (West),Union,Active,Underground,Operating Subsidiary,Mine only,River View Coal Llc,"835 Sr 1179, Waverly, KY 42462",,Illinois Basin,"97,14,510",786,"19,45,883"
2023,1509938,Gatliff Tipple,Kentucky (East),Whitley,Active,Surface,Operating Subsidiary,Preparation Plant,"Ferroglobe Usa Mining, Llc","332 W Cumberland Pkwy Suite 10, Corbin, KY 40701",,Appalachia Central,0,20,"59,709"
2023,1509938,Gatliff Tipple,Kentucky (East),Whitley,Active,Underground,Operating Subsidiary,Preparation Plant,"Ferroglobe Usa Mining, Llc","332 W Cumberland Pkwy Suite 10, Corbin, KY 40701",,Appalachia Central,0,5,"15,872"
2023,1518466,Alden Resources Harps Creek,Kentucky (East),Whitley,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Ferroglobe Usa Mining, Llc","332 W. Cumberland Gap Pkwy., Corbin, KY 40701",,Appalachia Central,"16,452",10,"32,885"
2023,1519187,Shm 10,Kentucky (East),Whitley,Active,Surface,Independent Producer Operator,Mine only,Contract Highwall Mining Llc,"29 Porter Hill Box 249, Stanville, KY 41659",,Appalachia Central,"1,31,712",8,"18,663"
2023,1519819,Chm 48,Kentucky (East),Whitley,Active,Surface,Independent Producer Operator,Mine only,"Contract Highwall Mining, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,"1,41,550",7,"21,602"
2023,1519831,Eaton Town Mine,Kentucky (East),Whitley,Temporarily closed,Surface,Independent Producer Operator,Mine only,Marlow Energy Llc,"201 Macedonia Church Rd., London, KY 40742",,Appalachia Central,"1,632",10,"6,973"
2023,1519865,Wilburn,Kentucky (East),Whitley,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"H,l & S, Inc.","300 W 5th St, London, KY 40741",,Appalachia Central,"16,127",10,"15,600"
2023,1519894,Mosley Gap Mine,Kentucky (East),Whitley,Active,Surface,Independent Producer Operator,Mine only,"Ferroglobe Usa Mining, Llc","332 W Cumberland Gap Parkway,, Corbin, KY 40701",,Appalachia Central,"68,529",32,"93,118"
2023,1519916,Hubbs Hollow Mine,Kentucky (East),Whitley,Active,Surface,Independent Producer Operator,Mine only,"Ferroglobe Usa Mining, Llc","332 W. Cumberland Gap Parkway, Corbin, KY 40701",,Appalachia Central,"21,903",10,"29,900"
2023,1601499,Five Forks Mine,Louisiana,Natchitoches,Active,Surface,Operating Subsidiary,Mine only,Demery Resources Company,"839 Five Forks Road, Saline, LA 71070",,Interior,"2,88,829",35,"71,370"
2023,1800133,Cabin Run,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine only,Heritage Coal & Natural Resour,"550 Beagle Road, Rockwood, PA 15557",,Appalachia Northern,"2,58,318",27,"61,075"
2023,1800391,No 1 Strip,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Heritage Coal & Natural Resour,"550 Beagle Road, Rockwood, PA 15557",,Appalachia Northern,"29,632",10,"23,182"
2023,1800529,Cobra No 1,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine only,Cobra Mining Inc,"P.O. Box 356, Barton, MD 21521",,Appalachia Northern,"46,192",10,"18,917"
2023,1800713,Job #3,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Tri-Star Mining Inc,"2278 Michael Rd. / P.O. Box 33, Barton, MD 21521",,Appalachia Northern,"2,43,352",35,"96,866"
2023,1800769,Carlos Surface,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine only,Heritage Coal & Natural Resour,"550 Beagle Road, Rockwood, PA 15557",,Appalachia Northern,"1,64,173",15,"37,284"
2023,1800805,Jackson Mountain,Maryland,Allegany,Temporarily closed,Surface,Independent Producer Operator,Mine only,Arj Construction Company,"3834 Westernport Road, Westernport, MD 21562",,Appalachia Northern,"4,313",10,"3,639"
2023,1800816,Midland,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine only,"Beechwood Coal, Llc","19709 Winners View Terrace, Frostburg, MD 21531",,Appalachia Northern,"12,402",3,"4,727"
2023,3304566,Shm26,Maryland,Allegany,Active,Surface,Contractor,Mine only,"Wv Plc Repair, Inc.","P.O. Box 293, Whitman, WV 25652",,Appalachia Northern,"72,577",5,"8,022"
2023,1800630,#1 Strip,Maryland,Garrett,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Pine Mountain Coal Co. Inc.,"15615 Raynor Hill Drive Sw, Frostburg, MD 21532",,Appalachia Northern,"1,718",5,"7,210"
2023,1800671,Mettiki General,Maryland,Garrett,Active,Underground,Operating Subsidiary,Preparation Plant,Mettiki Coal Llc,"293 Table Rock Rd, Oakland, MD 21550",,Appalachia Northern,0,46,"76,585"
2023,1800780,Casselman Mine,Maryland,Garrett,Active,Underground,Operating Subsidiary,Mine only,"Maryland Energy Resources, Llc","P.O. Box 149, Friedens, PA 15541",,Appalachia Northern,"3,97,927",101,"2,31,522"
2023,1800791,Taylor Lower Bakerstown,Maryland,Garrett,Active,Surface,Independent Producer Operator,Mine only,"Cobra Mining, Inc.","P.O. Box 886, Lewisburg, WV 24901",,Appalachia Northern,"28,909",7,"10,380"
2023,1800814,Mt. Zion,Maryland,Garrett,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Heritage Coal & Natural Resour,"550 Beagle Road, Rockwood, PA 15557",,Appalachia Northern,"20,501",5,"7,157"
2023,2200690,Red Hills Mine,Mississippi,Choctaw,Active,Surface,Operating Subsidiary,Mine only,Mississippi Lignite Mining Com,"1000 Mcintire Rd, Ackerman, MS 39735",,Interior,"26,84,925",236,"4,88,417"
2023,2302262,Walnut Creek,Missouri,Bates,Active,Surface,Independent Producer Operator,Mine only,Continental Coal Inc,"10801 Main, Suite 920, Overland Park, KS 66210",,Interior,"1,39,696",8,"15,619"
2023,2400910,Absaloka Mine,Montana,Big Horn,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Westmoreland Absaloka Mining L,"P.O. Box 449, Hardin, MT 59034",International Union Of Operation Engineers,Powder River Basin,"20,36,461",104,"1,88,388"
2023,2401457,Spring Creek Mine,Montana,Big Horn,Active,Surface,Operating Subsidiary,Mine only,Navajo Transitional Energy Com,"P.O. Box 67, Decker, MT 59025",,Powder River Basin,"1,24,54,895",251,"5,06,814"
2023,2402703,Wolf Mountain Coal-Spring Cree,Montana,Big Horn,Active,Surface,Independent Producer Operator,Preparation Plant,"Wolf Mountain Coal, Inc.","P.O. Box 6206, Sheridan, WY 82801",,Powder River Basin,0,10,"16,864"
2023,2401950,Bull Mountains Mine No 1,Montana,Musselshell,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Signal Peak Energy Llc,"100 Portal Dr, Roundup, MT 59072",,Western,"75,81,000",266,"6,43,278"
2023,2401747,Rosebud Mine & Crusher/Conveyo,Montana,Rosebud,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Westmoreland Rosebud Mining Ll,"P.O. Box 99, Colstrip, MT 59323",International Union Of Operation Engineers,Powder River Basin,"69,99,447",302,"6,25,623"
2023,2902257,El Segundo,New Mexico,Mckinley,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"El Segundo Coal Company, Llc","P.O. Box 757, Grants, NM 87020",,Western,"33,90,111",244,"4,81,484"
2023,2900097,Navajo Mine,New Mexico,San Juan,Active,Surface,Operating Subsidiary,Mine only,Bisti Fuels Company Llc,"P.O. Box 3767, Farmington, NM 87499",International Union Of Operation Engineers,Western,"45,97,118",354,"6,93,982"
2023,3200491,Falkirk Mine,North Dakota,Mclean,Active,Surface,Operating Subsidiary,Mine only,Falkirk Mining Company,"P.O. Box 1087, Underwood, ND 58576",,Western,"66,39,264",429,"8,24,181"
2023,3200595,Freedom Mine,North Dakota,Mercer,Active,Surface,Operating Subsidiary,Mine only,The Coteau Properties Company,"204 61 Ave. Sw, Beulah, ND 58523",,Western,"1,13,75,696",464,"9,32,181"
2023,3201028,Coyote Creek Mine,North Dakota,Mercer,Active,Surface,Operating Subsidiary,Mine only,"Coyote Creek Mining Company, L","6502 17th St Sw, Zap, ND 58580",,Western,"21,70,921",113,"2,15,362"
2023,3200218,Center Mine,North Dakota,Oliver,Active,Surface,Operating Subsidiary,Mine only,"Bni Coal, Ltd","2360 35th Ave Sw, Center, ND 58530",International Brotherhood Of Electrical Workers,Western,"39,01,324",169,"3,07,218"
2023,3304637,Ccu Athens Strip,Ohio,Athens,Active,Surface,Independent Producer Operator,Mine only,Ccu Coal & Construction Llc,"544 Chestnut St., Coshocton, OH 43812",,Appalachia Northern,"53,322",9,"18,505"
2023,3300965,Ccu Belmont Strip,Ohio,Belmont,Active,Surface,Operating Subsidiary,Mine only,Ccu Coal And Construction Llc,"544 Chestnut St, Coshocton, OH 43812",,Appalachia Northern,"4,14,843",66,"1,53,660"
2023,3302937,Ccu Bellaire Dock,Ohio,Belmont,Active,Surface,Operating Subsidiary,Preparation Plant,Ccu Coal And Construction Llc,"544 Chestnut St., Coshocton, OH 43812",,Appalachia Northern,0,4,"8,666"
2023,3302937,Ccu Bellaire Dock,Ohio,Belmont,Active,Underground,Operating Subsidiary,Preparation Plant,Ccu Coal And Construction Llc,"544 Chestnut St., Coshocton, OH 43812",,Appalachia Northern,0,3,"8,665"
2023,3300968,Hopedale Mine,Ohio,Harrison,Active,Underground,Operating Subsidiary,Mine only,Leesville Land Llc,"86900 Sinfield Road, Hopedale, OH 43976",,Appalachia Northern,"1,88,706",64,"1,50,268"
2023,3304187,Nelms Plant,Ohio,Harrison,Active,Underground,Operating Subsidiary,Preparation Plant,Leesville Land Llc,"P.O. Box 415, Hopedale, OH 43976",,Appalachia Northern,0,9,"25,383"
2023,3304414,Ccu Harrison Strip,Ohio,Harrison,Active,Surface,Operating Subsidiary,Mine only,Ccu Coal And Construction Llc,"544 Chestnut St., Coshocton, OH 43812",,Appalachia Northern,"1,00,186",14,"31,179"
2023,3304484,Ccu Patterson Strip,Ohio,Harrison,Active,Surface,Independent Producer Operator,Mine only,Ccu Coal And Construction Llc,"3596 Sr 39 Nw, Dover, OH 44622",,Appalachia Northern,"37,283",11,"21,370"
2023,3304577,Ccu Sexton Strip,Ohio,Harrison,Active,Surface,Operating Subsidiary,Mine only,Ccu Coal And Construction Llc,"544 Chestnut St., Coshocton, OH 43812",,Appalachia Northern,"2,22,147",25,"56,820"
2023,3304645,Vail Mine,Ohio,Harrison,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"28490 Birmingham Road, Freeport, OH 43973",,Appalachia Northern,"5,23,539",60,"1,28,471"
2023,3301925,Orange Strip,Ohio,Noble,Active,Surface,Independent Producer Operator,Mine only,B & N Coal Inc,"P.O. Box 100, Dexter City, OH 45727",,Appalachia Northern,"3,84,669",42,"1,08,602"
2023,3303793,Stonecreek Mine,Ohio,Tuscarawas,Temporarily closed,Surface,Independent Producer Operator,Preparation Plant,Kimble Clay & Limestone,"3596 St. Rt. 39 Nw, Dover, OH 44622",,Appalachia Northern,0,6,"15,052"
2023,3304179,Ccu Tuscarawas Strip,Ohio,Tuscarawas,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Ccu Coal And Construction Llc,"544 Chestnut St., Coshocton, OH 43812",,Appalachia Northern,"22,726",16,"31,815"
2023,3304609,Tusky Prep,Ohio,Tuscarawas,Active,Underground,Independent Producer Operator,Preparation Plant,Rosebud Mining Company,"5600 Pleasant Valley Road Se, Uhrichsville, OH 44683",,Appalachia Northern,0,6,"15,398"
2023,3401062,Joshua Coal Company,Oklahoma,Okmulgee,Temporarily closed,Surface,Independent Producer Operator,Mine only,Joshua Coal Company,"P.O. Box 897, Dewar, OK 74431",,Interior,"1,793",1,916
2023,3608138,Dutch Run Coal Preparation Pla,Pennsylvania (Bituminous),Armstrong,Active,Underground,Independent Producer Operator,Preparation Plant,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,0,16,"38,873"
2023,3608701,Dutch Run,Pennsylvania (Bituminous),Armstrong,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,"2,24,934",32,"79,222"
2023,3608785,Parkwood Mine,Pennsylvania (Bituminous),Armstrong,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,"3,94,976",65,"1,42,959"
2023,3610366,Tidal Mine,Pennsylvania (Bituminous),Armstrong,Active,Surface,Independent Producer Operator,Mine only,Res Coal Llc,"51 Airport Road, Clearfield, PA 16830",,Appalachia Northern,"21,041",3,"4,833"
2023,3606954,Mount Penn Preparation Plant,Pennsylvania (Anthracite),Berks,Active,Surface,Independent Producer Operator,Preparation Plant,Stoudt's Ferry Preparation Com,"68 Mush Dahi Road, New Ringgold, PA 17960",,Appalachia Northern,0,2,"2,538"
2023,3606954,Mount Penn Preparation Plant,Pennsylvania (Anthracite),Berks,Active,Underground,Independent Producer Operator,Preparation Plant,Stoudt's Ferry Preparation Com,"68 Mush Dahi Road, New Ringgold, PA 17960",,Appalachia Northern,0,2,"2,538"
2023,3609122,Laurel Sand And Stone Inc,Pennsylvania (Bituminous),Cambria,Active,Surface,Operating Subsidiary,Mine only,Laurel Sand & Stone Incorporat,"210 E Main St, Ligonier, PA 15658",,Appalachia Northern,"61,960",12,"28,712"
2023,3609127,Madison Mine,Pennsylvania (Bituminous),Cambria,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,"4,23,047",68,"1,62,464"
2023,3609246,Portage Plant,Pennsylvania (Bituminous),Cambria,Active,Underground,Independent Producer Operator,Preparation Plant,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,0,19,"42,205"
2023,3609308,Cresson,Pennsylvania (Bituminous),Cambria,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,"5,03,157",66,"1,61,501"
2023,3609956,3139,Pennsylvania (Bituminous),Cambria,Permanently abandoned,Surface,Independent Producer Operator,Mine only,E.E. & S. Auger  Mining Inc,"687 Ambrose Road, Home, PA 15747",,Appalachia Northern,"8,805",4,"1,298"
2023,3610258,Driscoll Hollow Mine,Pennsylvania (Bituminous),Cambria,Active,Surface,Independent Producer Operator,Mine only,"Coal Loaders, Inc.","210 East Mine Street, Ligonier, PA 15658",,Appalachia Northern,"41,363",7,"17,646"
2023,3610373,Res Cresson,Pennsylvania (Bituminous),Cambria,Active,Surface,Operating Subsidiary,Mine only,Res Coal Llc,"51 Airport Road, Clearfield, PA 16830",,Appalachia Northern,"92,221",10,"25,264"
2023,3608488,Banks Bank,Pennsylvania (Anthracite),Carbon,Active,Surface,Independent Producer Operator,Preparation Plant,Rossi Excavating Company,"Rr #1 Box 189e, Beaver Meadow, PA 18216",,Appalachia Northern,0,7,"12,643"
2023,3610225,Spring Mountain Strip,Pennsylvania (Anthracite),Carbon,Active,Surface,Independent Producer Operator,Mine only,"Atlantic Carbon Group, Inc.","100 Hazlebrook Road, Hazleton, PA 18202",,Appalachia Northern,"4,94,069",44,"1,20,409"
2023,3605208,Ancient Sun Strip Saylor-Mckin,Pennsylvania (Bituminous),Clarion,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Ancient Sun Inc,"P.O. Box 129, Shippenville, PA 16254",,Appalachia Northern,"2,557",2,"3,020"
2023,3610405,Bowser Mine,Pennsylvania (Bituminous),Clarion,Active,Surface,Independent Producer Operator,Mine only,Neiswonger Construction Inc,"17592 Route 322, Strattanville, PA 16258",,Appalachia Northern,"5,113",4,"5,472"
2023,3600884,"River Hill Coal Co., Inc.",Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,River Hill Coal Company Inc,"P.O. Box 141, Kylertown, PA 16847",,Appalachia Northern,"10,201",10,"13,809"
2023,3604186,A W Long Coal Company,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,A W Long Coal Company,"127 Logan Street, Philipsburg, PA 16866",,Appalachia Northern,271,1,720
2023,3605493,Reese No 1 & 2 Strip,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Philip Reese Coal Company Inc,"P.O. Box 14, Karthaus, PA 16845",,Appalachia Northern,500,2,"3,240"
2023,3606432,Cunnard Tipple,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Preparation Plant,Jill Mining Company Inc,"P.O. Box 8, Wallaceton, PA 16876",,Appalachia Northern,0,2,"2,520"
2023,3606432,Cunnard Tipple,Pennsylvania (Bituminous),Clearfield,Active,Underground,Independent Producer Operator,Preparation Plant,Jill Mining Company Inc,"P.O. Box 8, Wallaceton, PA 16876",,Appalachia Northern,0,1,"2,520"
2023,3606586,Waroquier #1,Pennsylvania (Bituminous),Clearfield,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Waroquier Coal, Inc.","P.O. Box 128, Clearfield, PA 16830",,Appalachia Northern,"4,334",6,"5,790"
2023,3607670,King #1,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,King Coal Sales Inc,"P.O. Box 712, Philipsburg, PA 16866",,Appalachia Northern,"1,315",5,"7,658"
2023,3607746,Lady Jane Plant,Pennsylvania (Bituminous),Clearfield,Active,Underground,Independent Producer Operator,Preparation Plant,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,0,10,"22,552"
2023,3608163,Hoover Job,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Junior Coal Contracting Inncor,"2330 Six Mile Road, Philipsburg, PA 16866",,Appalachia Northern,"66,423",25,"58,839"
2023,3608248,Shawver Operation,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Hilltop Coal Company,"18 Dutchtown Rd, Houtzdale, PA 16651",,Appalachia Northern,"8,068",7,"5,670"
2023,3608750,"Bell Resources, Inc",Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Bell Resources Inc.,"1340 Hoyt Road, Curwensville, PA 16833",,Appalachia Northern,"1,350",7,"8,041"
2023,3609224,Cherry Tree Mine,Pennsylvania (Bituminous),Clearfield,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,"1,420",6,"11,725"
2023,3609306,Kellar #2,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Kellar Augering,"11976 Rt 954 Hwy N., Creekside, PA 15732",,Appalachia Northern,"1,240",2,468
2023,3609355,Penfield Mine,Pennsylvania (Bituminous),Clearfield,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,"1,55,021",13,"33,913"
2023,3609477,Harmony Mine,Pennsylvania (Bituminous),Clearfield,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,"1,31,950",24,"54,406"
2023,3609603,Res Shawville,Pennsylvania (Bituminous),Clearfield,Active,Surface,Operating Subsidiary,Mine only,Res Coal Llc,"224 Grange Hall Road, Armagh, PA 15920",,Appalachia Northern,"1,95,422",26,"66,112"
2023,3609604,Res Houtzdale,Pennsylvania (Bituminous),Clearfield,Active,Surface,Operating Subsidiary,Mine only,Res Coal Llc,"224 Grange Hall Road, Armagh, PA 15920",,Appalachia Northern,"2,05,590",31,"79,761"
2023,3609605,Res Morrisdale,Pennsylvania (Bituminous),Clearfield,Active,Surface,Operating Subsidiary,Mine only,Res Coal Llc,"224 Grange Hall Road, Armagh, PA 15920",,Appalachia Northern,"2,14,467",30,"80,002"
2023,3610036,Conrail Tipple,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Preparation Plant,Res Coal Llc,"224 Grange Hall Road, Armagh, PA 15920",,Appalachia Northern,0,14,"37,867"
2023,3610253,Corbet South Mine,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Res Coal Llc,"224 Grange Hall Road, Armagh, PA 15920",,Appalachia Northern,"35,539",4,"10,158"
2023,3610384,Powerline Job,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Swisher Contracting Inc,"P.O. Box 1223, Clearfield, PA 16830",,Appalachia Northern,"9,402",5,"7,494"
2023,3610386,Dragon Mine,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Coal Loaders Inc,"210 East Main Street, Ligonier, PA 15658",,Appalachia Northern,"28,470",6,"16,125"
2023,3608780,Logan Surface Mine,Pennsylvania (Anthracite),Columbia,Active,Surface,Operating Subsidiary,Mine only,Blaschak Anthracite Corporatio,"Route 54, P.O. Box 12, Mahanoy City, PA 17948",United Mine Workers Of America,Appalachia Northern,"93,205",34,"72,301"
2023,3601919,Rausch Creek Coal Preparation,Pennsylvania (Anthracite),Dauphin,Active,Surface,Independent Producer Operator,Preparation Plant,Rausch Creek Coal Preparation,"P.O. Box 1, Wiconisco, PA 17097",,Appalachia Northern,0,3,"6,173"
